coding	meaning	node_id	parent_id	selectable
A184	A18.4 Tuberculosis of skin and subcutaneous tissue	3870	3820	Y
A185	A18.5 Tuberculosis of eye	3880	3820	Y
A186	A18.6 Tuberculosis of ear	3890	3820	Y
A187	A18.7 Tuberculosis of adrenal glands	3900	3820	Y
A188	A18.8 Tuberculosis of other specified organs	3910	3820	Y
A19	A19 Miliary tuberculosis	3920	240	N
A190	A19.0 Acute miliary tuberculosis of a single specified site	3930	3920	Y
A191	A19.1 Acute miliary tuberculosis of multiple sites	3940	3920	Y
A192	A19.2 Acute miliary tuberculosis, unspecified	3950	3920	Y
A198	A19.8 Other miliary tuberculosis	3960	3920	Y
A199	A19.9 Miliary tuberculosis, unspecified	3970	3920	Y
A20	A20 Plague	3980	250	N
A200	A20.0 Bubonic plague	3990	3980	Y
A201	A20.1 Cellulocutaneous plague	4000	3980	Y
A202	A20.2 Pneumonic plague	4010	3980	Y
A203	A20.3 Plague meningitis	4020	3980	Y
A207	A20.7 Septicaemic plague	4030	3980	Y
A208	A20.8 Other forms of plague	4040	3980	Y
A209	A20.9 Plague, unspecified	4050	3980	Y
A21	A21 Tularaemia	4060	250	N
A210	A21.0 Ulceroglandular tularaemia	4070	4060	Y
A211	A21.1 Oculoglandular tularaemia	4080	4060	Y
A212	A21.2 Pulmonary tularaemia	4090	4060	Y
A213	A21.3 Gastro-intestinal tularaemia	4100	4060	Y
A217	A21.7 Generalised tularaemia	4110	4060	Y
A218	A21.8 Other forms of tularaemia	4120	4060	Y
A219	A21.9 Tularaemia, unspecified	4130	4060	Y
A22	A22 Anthrax	4140	250	N
A220	A22.0 Cutaneous anthrax	4150	4140	Y
A221	A22.1 Pulmonary anthrax	4160	4140	Y
A222	A22.2 Gastro-intestinal anthrax	4170	4140	Y
A227	A22.7 Anthrax septicaemia	4180	4140	Y
A228	A22.8 Other forms of anthrax	4190	4140	Y
A229	A22.9 Anthrax, unspecified	4200	4140	Y
A23	A23 Brucellosis	4210	250	N
A230	A23.0 Brucellosis due to Brucella melitensis	4220	4210	Y
A231	A23.1 Brucellosis due to Brucella abortus	4230	4210	Y
A232	A23.2 Brucellosis due to Brucella suis	4240	4210	Y
A233	A23.3 Brucellosis due to Brucella canis	4250	4210	Y
A238	A23.8 Other brucellosis	4260	4210	Y
A239	A23.9 Brucellosis, unspecified	4270	4210	Y
A24	A24 Glanders and melioidosis	4280	250	N
A240	A24.0 Glanders	4290	4280	Y
A241	A24.1 Acute and fulminating melioidosis	4300	4280	Y
A242	A24.2 Subacute and chronic melioidosis	4310	4280	Y
A243	A24.3 Other melioidosis	4320	4280	Y
A244	A24.4 Melioidosis, unspecified	4330	4280	Y
A25	A25 Rat-bite fevers	4340	250	N
A250	A25.0 Spirillosis	4350	4340	Y
A251	A25.1 Streptobacillosis	4360	4340	Y
A259	A25.9 Rat-bite fever, unspecified	4370	4340	Y
A26	A26 Erysipeloid	4380	250	N
A260	A26.0 Cutaneous erysipeloid	4390	4380	Y
A267	A26.7 Erysipelothrix septicaemia	4400	4380	Y
A268	A26.8 Other forms of erysipeloid	4410	4380	Y
A269	A26.9 Erysipeloid, unspecified	4420	4380	Y
A27	A27 Leptospirosis	4430	250	N
A270	A27.0 Leptospirosis icterohaemorrhagica	4440	4430	Y
A278	A27.8 Other forms of leptospirosis	4450	4430	Y
A279	A27.9 Leptospirosis, unspecified	4460	4430	Y
A28	A28 Other zoonotic bacterial diseases, not elsewhere classified	4470	250	N
A280	A28.0 Pasteurellosis	4480	4470	Y
A281	A28.1 Cat-scratch disease	4490	4470	Y
A282	A28.2 Extraintestinal yersiniosis	4500	4470	Y
A288	A28.8 Other specified zoonotic bacterial diseases, not elsewhere classified	4510	4470	Y
A289	A28.9 Zoonotic bacterial disease, unspecified	4520	4470	Y
A30	A30 Leprosy [Hansen's disease]	4530	260	N
A300	A30.0 Indeterminate leprosy	4540	4530	Y
A301	A30.1 Tuberculoid leprosy	4550	4530	Y
A302	A30.2 Borderline tuberculoid leprosy	4560	4530	Y
A303	A30.3 Borderline leprosy	4570	4530	Y
A304	A30.4 Borderline lepromatous leprosy	4580	4530	Y
A305	A30.5 Lepromatous leprosy	4590	4530	Y
A308	A30.8 Other forms of leprosy	4600	4530	Y
A309	A30.9 Leprosy, unspecified	4610	4530	Y
A31	A31 Infection due to other mycobacteria	4620	260	N
A310	A31.0 Pulmonary mycobacterial infection	4630	4620	Y
A311	A31.1 Cutaneous mycobacterial infection	4640	4620	Y
A318	A31.8 Other mycobacterial infections	4650	4620	Y
A319	A31.9 Mycobacterial infection, unspecified	4660	4620	Y
A32	A32 Listeriosis	4670	260	N
A320	A32.0 Cutaneous listeriosis	4680	4670	Y
A321	A32.1 Listerial meningitis and meningoencephalitis	4690	4670	Y
A327	A32.7 Listerial septicaemia	4700	4670	Y
A328	A32.8 Other forms of listeriosis	4710	4670	Y
A329	A32.9 Listeriosis, unspecified	4720	4670	Y
A33	A33 Tetanus neonatorum	4730	260	Y
A34	A34 Obstetrical tetanus	4740	260	Y
A35	A35 Other tetanus	4750	260	Y
A36	A36 Diphtheria	4760	260	N
A360	A36.0 Pharyngeal diphtheria	4770	4760	Y
A361	A36.1 Nasopharyngeal diphtheria	4780	4760	Y
A362	A36.2 Laryngeal diphtheria	4790	4760	Y
A363	A36.3 Cutaneous diphtheria	4800	4760	Y
A368	A36.8 Other diphtheria	4810	4760	Y
A369	A36.9 Diphtheria, unspecified	4820	4760	Y
A37	A37 Whooping cough	4830	260	N
A370	A37.0 Whooping cough due to Bordetella pertussis	4840	4830	Y
A371	A37.1 Whooping cough due to Bordetella parapertussis	4850	4830	Y
A378	A37.8 Whooping cough due to other Bordetella species	4860	4830	Y
A379	A37.9 Whooping cough, unspecified	4870	4830	Y
A38	A38 Scarlet fever	4880	260	Y
A39	A39 Meningococcal infection	4890	260	N
A390	A39.0 Meningococcal meningitis	4900	4890	Y
A391	A39.1 Waterhouse-Friderichsen syndrome	4910	4890	Y
A392	A39.2 Acute meningococcaemia	4920	4890	Y
A393	A39.3 Chronic meningococcaemia	4930	4890	Y
A394	A39.4 Meningococcaemia, unspecified	4940	4890	Y
A395	A39.5 Meningococcal heart disease	4950	4890	Y
A398	A39.8 Other meningococcal infections	4960	4890	Y
A399	A39.9 Meningococcal infection, unspecified	4970	4890	Y
A40	A40 Streptococcal septicaemia	4980	260	N
A400	A40.0 Septicaemia due to streptococcus, group A	4990	4980	Y
A401	A40.1 Septicaemia due to streptococcus, group B	5000	4980	Y
A402	A40.2 Septicaemia due to streptococcus, group D	5010	4980	Y
A403	A40.3 Septicaemia due to Streptococcus pneumoniae	5020	4980	Y
A408	A40.8 Other streptococcal septicaemia	5030	4980	Y
A409	A40.9 Streptococcal septicaemia, unspecified	5040	4980	Y
A41	A41 Other septicaemia	5050	260	N
A410	A41.0 Septicaemia due to Staphylococcus aureus	5060	5050	Y
A411	A41.1 Septicaemia due to other specified staphylococcus	5070	5050	Y
A412	A41.2 Septicaemia due to unspecified staphylococcus	5080	5050	Y
A413	A41.3 Septicaemia due to Haemophilus influenzae	5090	5050	Y
A414	A41.4 Septicaemia due to anaerobes	5100	5050	Y
A415	A41.5 Septicaemia due to other Gram-negative organisms	5110	5050	Y
A418	A41.8 Other specified septicaemia	5120	5050	Y
A419	A41.9 Septicaemia, unspecified	5130	5050	Y
A42	A42 Actinomycosis	5140	260	N
A420	A42.0 Pulmonary actinomycosis	5150	5140	Y
A421	A42.1 Abdominal actinomycosis	5160	5140	Y
A422	A42.2 Cervicofacial actinomycosis	5170	5140	Y
A427	A42.7 Actinomycotic septicaemia	5180	5140	Y
A428	A42.8 Other forms of actinomycosis	5190	5140	Y
A429	A42.9 Actinomycosis, unspecified	5200	5140	Y
A43	A43 Nocardiosis	5210	260	N
A430	A43.0 Pulmonary nocardiosis	5220	5210	Y
A431	A43.1 Cutaneous nocardiosis	5230	5210	Y
A438	A43.8 Other forms of nocardiosis	5240	5210	Y
A439	A43.9 Nocardiosis, unspecified	5250	5210	Y
A44	A44 Bartonellosis	5260	260	N
A440	A44.0 Systemic bartonellosis	5270	5260	Y
A441	A44.1 Cutaneous and mucocutaneous bartonellosis	5280	5260	Y
A448	A44.8 Other forms of bartonellosis	5290	5260	Y
A449	A44.9 Bartonellosis, unspecified	5300	5260	Y
A46	A46 Erysipelas	5310	260	Y
A48	A48 Other bacterial diseases, not elsewhere classified	5320	260	N
A480	A48.0 Gas gangrene	5330	5320	Y
A481	A48.1 Legionnaires' disease	5340	5320	Y
A482	A48.2 Nonpneumonic Legionnaires' disease [Pontiac fever]	5350	5320	Y
A483	A48.3 Toxic shock syndrome	5360	5320	Y
A484	A48.4 Brazilian purpuric fever	5370	5320	Y
A488	A48.8 Other specified bacterial diseases	5380	5320	Y
A49	A49 Bacterial infection of unspecified site	5390	260	N
A490	A49.0 Staphylococcal infection, unspecified	5400	5390	Y
A491	A49.1 Streptococcal infection, unspecified	5410	5390	Y
A492	A49.2 Haemophilus influenzae infection, unspecified	5420	5390	Y
A493	A49.3 Mycoplasma infection, unspecified	5430	5390	Y
A498	A49.8 Other bacterial infections of unspecified site	5440	5390	Y
A499	A49.9 Bacterial infection, unspecified	5450	5390	Y
A50	A50 Congenital syphilis	5460	270	N
A500	A50.0 Early congenital syphilis, symptomatic	5470	5460	Y
A501	A50.1 Early congenital syphilis, latent	5480	5460	Y
A502	A50.2 Early congenital syphilis, unspecified	5490	5460	Y
A503	A50.3 Late congenital syphilitic oculopathy	5500	5460	Y
A504	A50.4 Late congenital neurosyphilis [juvenile neurosyphilis]	5510	5460	Y
A505	A50.5 Other late congenital syphilis, symptomatic	5520	5460	Y
A506	A50.6 Late congenital syphilis, latent	5530	5460	Y
A507	A50.7 Late congenital syphilis, unspecified	5540	5460	Y
A509	A50.9 Congenital syphilis, unspecified	5550	5460	Y
A51	A51 Early syphilis	5560	270	N
A510	A51.0 Primary genital syphilis	5570	5560	Y
A511	A51.1 Primary anal syphilis	5580	5560	Y
A512	A51.2 Primary syphilis of other sites	5590	5560	Y
A513	A51.3 Secondary syphilis of skin and mucous membranes	5600	5560	Y
A514	A51.4 Other secondary syphilis	5610	5560	Y
A515	A51.5 Early syphilis, latent	5620	5560	Y
A519	A51.9 Early syphilis, unspecified	5630	5560	Y
A52	A52 Late syphilis	5640	270	N
A520	A52.0 Cardiovascular syphilis	5650	5640	Y
A521	A52.1 Symptomatic neurosyphilis	5660	5640	Y
A522	A52.2 Asymptomatic neurosyphilis	5670	5640	Y
A523	A52.3 Neurosyphilis, unspecified	5680	5640	Y
A527	A52.7 Other symptomatic late syphilis	5690	5640	Y
A528	A52.8 Late syphilis, latent	5700	5640	Y
A529	A52.9 Late syphilis, unspecified	5710	5640	Y
A53	A53 Other and unspecified syphilis	5720	270	N
A530	A53.0 Latent syphilis, unspecified as early or late	5730	5720	Y
A539	A53.9 Syphilis, unspecified	5740	5720	Y
A54	A54 Gonococcal infection	5750	270	N
A540	A54.0 Gonococcal infection of lower genito-urinary tract without periurethral or accessory gland abscess	5760	5750	Y
A541	A54.1 Gonococcal infection of lower genito-urinary tract with periurethral and accessory gland abscess	5770	5750	Y
A542	A54.2 Gonococcal pelviperitonitis and other gonococcal genito-urinary infections	5780	5750	Y
A543	A54.3 Gonococcal infection of eye	5790	5750	Y
A544	A54.4 Gonococcal infection of musculoskeletal system	5800	5750	Y
A545	A54.5 Gonococcal pharyngitis	5810	5750	Y
A546	A54.6 Gonococcal infection of anus and rectum	5820	5750	Y
A548	A54.8 Other gonococcal infections	5830	5750	Y
A549	A54.9 Gonococcal infection, unspecified	5840	5750	Y
A55	A55 Chlamydial lymphogranuloma (venereum)	5850	270	Y
A56	A56 Other sexually transmitted chlamydial diseases	5860	270	N
A560	A56.0 Chlamydial infection of lower genito-urinary tract	5870	5860	Y
A561	A56.1 Chlamydial infection of pelviperitoneum and other genito-urinary organs	5880	5860	Y
A562	A56.2 Chlamydial infection of genito-urinary tract, unspecified	5890	5860	Y
A563	A56.3 Chlamydial infection of anus and rectum	5900	5860	Y
A564	A56.4 Chlamydial infection of pharynx	5910	5860	Y
A568	A56.8 Sexually transmitted chlamydial infection of other sites	5920	5860	Y
A57	A57 Chancroid	5930	270	Y
A58	A58 Granuloma inguinale	5940	270	Y
A59	A59 Trichomoniasis	5950	270	N
A590	A59.0 Urogenital trichomoniasis	5960	5950	Y
A598	A59.8 Trichomoniasis of other sites	5970	5950	Y
A599	A59.9 Trichomoniasis, unspecified	5980	5950	Y
A60	A60 Anogenital herpesviral [herpes simplex] infections	5990	270	N
A600	A60.0 Herpesviral infection of genitalia and urogenital tract	6000	5990	Y
A601	A60.1 Herpesviral infection of perianal skin and rectum	6010	5990	Y
A609	A60.9 Anogenital herpesviral infection, unspecified	6020	5990	Y
A63	A63 Other predominantly sexually transmitted diseases, not elsewhere classified	6030	270	N
A630	A63.0 Anogenital (venereal) warts	6040	6030	Y
A638	A63.8 Other specified predominantly sexually transmitted diseases	6050	6030	Y
A64	A64 Unspecified sexually transmitted disease	6060	270	Y
A65	A65 Non-venereal syphilis	6070	280	Y
A66	A66 Yaws	6080	280	N
A660	A66.0 Initial lesions of yaws	6090	6080	Y
A661	A66.1 Multiple papillomata and wet crab yaws	6100	6080	Y
A662	A66.2 Other early skin lesions of yaws	6110	6080	Y
A663	A66.3 Hyperkeratosis of yaws	6120	6080	Y
A664	A66.4 Gummata and ulcers of yaws	6130	6080	Y
A665	A66.5 Gangosa	6140	6080	Y
A666	A66.6 Bone and joint lesions of yaws	6150	6080	Y
A667	A66.7 Other manifestations of yaws	6160	6080	Y
A668	A66.8 Latent yaws	6170	6080	Y
A669	A66.9 Yaws, unspecified	6180	6080	Y
A67	A67 Pinta [carate]	6190	280	N
A670	A67.0 Primary lesions of pinta	6200	6190	Y
A671	A67.1 Intermediate lesions of pinta	6210	6190	Y
A672	A67.2 Late lesions of pinta	6220	6190	Y
A673	A67.3 Mixed lesions of pinta	6230	6190	Y
A679	A67.9 Pinta, unspecified	6240	6190	Y
A68	A68 Relapsing fevers	6250	280	N
A680	A68.0 Louse-borne relapsing fever	6260	6250	Y
A681	A68.1 Tick-borne relapsing fever	6270	6250	Y
A689	A68.9 Relapsing fever, unspecified	6280	6250	Y
A69	A69 Other spirochaetal infections	6290	280	N
A690	A69.0 Necrotising ulcerative stomatitis	6300	6290	Y
A691	A69.1 Other Vincent's infections	6310	6290	Y
A692	A69.2 Lyme disease	6320	6290	Y
A698	A69.8 Other specified spirochaetal infections	6330	6290	Y
A699	A69.9 Spirochaetal infection, unspecified	6340	6290	Y
A70	A70 Chlamydia psittaci infection	6350	290	Y
A71	A71 Trachoma	6360	290	N
A710	A71.0 Initial stage of trachoma	6370	6360	Y
A711	A71.1 Active stage of trachoma	6380	6360	Y
A719	A71.9 Trachoma, unspecified	6390	6360	Y
A74	A74 Other diseases caused by chlamydiae	6400	290	N
A740	A74.0 Chlamydial conjunctivitis	6410	6400	Y
A748	A74.8 Other chlamydial diseases	6420	6400	Y
A749	A74.9 Chlamydial infection, unspecified	6430	6400	Y
A75	A75 Typhus fever	6440	300	N
A750	A75.0 Epidemic louse-borne typhus fever due to Rickettsia prowazekii	6450	6440	Y
A751	A75.1 Recrudescent typhus [Brill's disease]	6460	6440	Y
A752	A75.2 Typhus fever due to Rickettsia typhi	6470	6440	Y
A753	A75.3 Typhus fever due to Rickettsia tsutsugamushi	6480	6440	Y
A759	A75.9 Typhus fever, unspecified	6490	6440	Y
A77	A77 Spotted fever [tick-borne rickettsioses]	6500	300	N
A770	A77.0 Spotted fever due to Rickettsia rickettsii	6510	6500	Y
A771	A77.1 Spotted fever due to Rickettsia conorii	6520	6500	Y
A772	A77.2 Spotted fever due to Rickettsia siberica	6530	6500	Y
A773	A77.3 Spotted fever due to Rickettsia australis	6540	6500	Y
A778	A77.8 Other spotted fevers	6550	6500	Y
A779	A77.9 Spotted fever, unspecified	6560	6500	Y
A78	A78 Q fever	6570	300	Y
A79	A79 Other rickettsioses	6580	300	N
A790	A79.0 Trench fever	6590	6580	Y
A791	A79.1 Rickettsialpox due to Rickettsia akari	6600	6580	Y
A798	A79.8 Other specified rickettsioses	6610	6580	Y
A799	A79.9 Rickettsiosis, unspecified	6620	6580	Y
A80	A80 Acute poliomyelitis	6630	310	N
A800	A80.0 Acute paralytic poliomyelitis, vaccine-associated	6640	6630	Y
A801	A80.1 Acute paralytic poliomyelitis, wild virus, imported	6650	6630	Y
A802	A80.2 Acute paralytic poliomyelitis, wild virus, indigenous	6660	6630	Y
A803	A80.3 Acute paralytic poliomyelitis, other and unspecified	6670	6630	Y
A804	A80.4 Acute nonparalytic poliomyelitis	6680	6630	Y
A809	A80.9 Acute poliomyelitis, unspecified	6690	6630	Y
A81	A81 Atypical virus infections of central nervous system	6700	310	N
A810	A81.0 Creutzfeldt-Jakob disease	6710	6700	Y
A811	A81.1 Subacute sclerosing panencephalitis	6720	6700	Y
A812	A81.2 Progressive multifocal leukoencephalopathy	6730	6700	Y
A818	A81.8 Other atypical virus infections of central nervous system	6740	6700	Y
A819	A81.9 Atypical virus infection of central nervous system, unspecified	6750	6700	Y
A82	A82 Rabies	6760	310	N
A820	A82.0 Sylvatic rabies	6770	6760	Y
A821	A82.1 Urban rabies	6780	6760	Y
A829	A82.9 Rabies, unspecified	6790	6760	Y
A83	A83 Mosquito-borne viral encephalitis	6800	310	N
A830	A83.0 Japanese encephalitis	6810	6800	Y
A831	A83.1 Western equine encephalitis	6820	6800	Y
A832	A83.2 Eastern equine encephalitis	6830	6800	Y
A833	A83.3 St. Louis encephalitis	6840	6800	Y
A834	A83.4 Australian encephalitis	6850	6800	Y
A835	A83.5 California encephalitis	6860	6800	Y
A836	A83.6 Rocio virus disease	6870	6800	Y
A838	A83.8 Other mosquito-borne viral encephalitis	6880	6800	Y
A839	A83.9 Mosquito-borne viral encephalitis, unspecified	6890	6800	Y
A84	A84 Tick-borne viral encephalitis	6900	310	N
A840	A84.0 Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]	6910	6900	Y
A841	A84.1 Central European tick-borne encephalitis	6920	6900	Y
A848	A84.8 Other tick-borne viral encephalitis	6930	6900	Y
A849	A84.9 Tick-borne viral encephalitis, unspecified	6940	6900	Y
A85	A85 Other viral encephalitis, not elsewhere classified	6950	310	N
A850	A85.0 Enteroviral encephalitis	6960	6950	Y
A851	A85.1 Adenoviral encephalitis	6970	6950	Y
A852	A85.2 Arthropod-borne viral encephalitis, unspecified	6980	6950	Y
A858	A85.8 Other specified viral encephalitis	6990	6950	Y
A86	A86 Unspecified viral encephalitis	7000	310	Y
A87	A87 Viral meningitis	7010	310	N
A870	A87.0 Enteroviral meningitis	7020	7010	Y
A871	A87.1 Adenoviral meningitis	7030	7010	Y
A872	A87.2 Lymphocytic choriomeningitis	7040	7010	Y
A878	A87.8 Other viral meningitis	7050	7010	Y
A879	A87.9 Viral meningitis, unspecified	7060	7010	Y
A88	A88 Other viral infections of central nervous system, not elsewhere classified	7070	310	N
A880	A88.0 Enteroviral exanthematous fever [Boston exanthem]	7080	7070	Y
A881	A88.1 Epidemic vertigo	7090	7070	Y
A888	A88.8 Other specified viral infections of central nervous system	7100	7070	Y
A89	A89 Unspecified viral infection of central nervous system	7110	310	Y
A90	A90 Dengue fever [classical dengue]	7120	310	Y
A91	A91 Dengue haemorrhagic fever	7130	310	Y
A92	A92 Other mosquito-borne viral fevers	7140	320	N
A920	A92.0 Chikungunya virus disease	7150	7140	Y
A921	A92.1 O'nyong-nyong fever	7160	7140	Y
A922	A92.2 Venezuelan equine fever	7170	7140	Y
A923	A92.3 West Nile fever	7180	7140	Y
A924	A92.4 Rift Valley fever	7190	7140	Y
A928	A92.8 Other specified mosquito-borne viral fevers	7200	7140	Y
A929	A92.9 Mosquito-borne viral fever, unspecified	7210	7140	Y
A93	A93 Other arthropod-borne viral fevers, not elsewhere classified	7220	320	N
A930	A93.0 Oropouche virus disease	7230	7220	Y
A931	A93.1 Sandfly fever	7240	7220	Y
A932	A93.2 Colorado tick fever	7250	7220	Y
A938	A93.8 Other specified arthropod-borne viral fevers	7260	7220	Y
A94	A94 Unspecified arthropod-borne viral fever	7270	320	Y
A95	A95 Yellow fever	7280	320	N
A950	A95.0 Sylvatic yellow fever	7290	7280	Y
A951	A95.1 Urban yellow fever	7300	7280	Y
A959	A95.9 Yellow fever, unspecified	7310	7280	Y
A96	A96 Arenaviral haemorrhagic fever	7320	320	N
A960	A96.0 Junin haemorrhagic fever	7330	7320	Y
A961	A96.1 Machupo haemorrhagic fever	7340	7320	Y
A962	A96.2 Lassa fever	7350	7320	Y
A968	A96.8 Other arenaviral haemorrhagic fevers	7360	7320	Y
A969	A96.9 Arenaviral haemorrhagic fever, unspecified	7370	7320	Y
A97	A97 Dengue	7380	320	N
A970	A97.0 Dengue without warning signs	7390	7380	Y
